window_start	window_end	window_mid	control_maternal_mean	control_paternal_mean	n_controls_maternal	n_controls_paternal	maternal_paternal_delta	abs_delta
20311000	20312000	20311500	0.9383230135619725	0.9392356187203914	2	2	-0.0009126051584189554	0.0009126051584189554
20312000	20313000	20312500	0.8691067653276955	0.8550987384764677	2	2	0.014008026851227817	0.014008026851227817
20313000	20314000	20313500	0.9168256196417961	0.9726943880597014	2	2	-0.055868768417905335	0.055868768417905335
20314000	20315000	20314500	0.9814756838905775	0.9703839287393946	2	2	0.01109175515118288	0.01109175515118288
20315000	20316000	20315500	0.8353293204320432	0.9749262054507337	2	2	-0.1395968850186905	0.1395968850186905
20316000	20317000	20316500	0.9348210621062105	0.9589379339364612	2	2	-0.024116871830250686	0.024116871830250686
20317000	20318000	20317500	0.9800811212881395	0.9739717300922184	2	2	0.006109391195921132	0.006109391195921132
20318000	20319000	20318500	0.9688713278495886	0.9647974683544303	2	2	0.004073859495158372	0.004073859495158372
20319000	20320000	20319500	0.9464965909090908	0.9741486443634058	2	2	-0.027652053454314984	0.027652053454314984
20320000	20321000	20320500	0.9520988258317026	0.9435363247863249	2	2	0.008562501045377702	0.008562501045377702
20321000	20322000	20321500	0.8932672844207498	0.9641	2	2	-0.0708327155792502	0.0708327155792502
20322000	20323000	20322500	0.8940364821428571	0.8852980392156862	2	2	0.008738442927170964	0.008738442927170964
20323000	20324000	20323500	0.9619179487179488	0.9432040882543804	2	2	0.018713860463568377	0.018713860463568377
20324000	20325000	20324500	NaN	NaN	0	0	NaN	NaN
20325000	20326000	20325500	0.9696987041036718	0.9754545454545455	2	2	-0.005755841350873703	0.005755841350873703
20326000	20327000	20326500	0.9679235294117647	0.9847058823529411	2	2	-0.01678235294117636	0.01678235294117636
20327000	20328000	20327500	0.9762262040475105	0.9586124616012327	2	2	0.01761374244627778	0.01761374244627778
20328000	20329000	20328500	0.8478129680524654	0.8419722706155632	2	2	0.005840697436902187	0.005840697436902187
20329000	20330000	20329500	0.9403128867346336	0.910924348605537	2	2	0.029388538129096697	0.029388538129096697
20330000	20331000	20330500	0.8867547169811322	0.4768461538461538	1	1	0.40990856313497837	0.40990856313497837
20331000	20332000	20331500	NaN	NaN	0	0	NaN	NaN
20332000	20333000	20332500	0.9498049996240884	0.9870920435153583	2	2	-0.03728704389126991	0.03728704389126991
20333000	20334000	20333500	1.0	1.0	2	2	0.0	0.0
20334000	20335000	20334500	0.9610867542419266	0.9896285352469396	2	2	-0.028541781005013034	0.028541781005013034
20335000	20336000	20335500	0.9341629845614509	0.9179282479972135	2	2	0.01623473656423735	0.01623473656423735
20336000	20337000	20336500	0.06577599108521343	0.0449146117311081	2	2	0.020861379354105328	0.020861379354105328
20337000	20338000	20337500	0.026160868712618884	0.01859778677479005	2	2	0.007563081937828835	0.007563081937828835
20338000	20339000	20338500	0.5819285911221395	0.5027888327503562	2	2	0.07913975837178322	0.07913975837178322
20339000	20340000	20339500	0.9316081659963746	0.9536625139829429	2	2	-0.022054347986568246	0.022054347986568246
20340000	20341000	20340500	0.97018	0.9512230889669165	2	2	0.0189569110330835	0.0189569110330835
20341000	20342000	20341500	0.9233779563719862	0.909146961646348	2	2	0.014230994725638157	0.014230994725638157
20342000	20343000	20342500	0.8712629580279814	0.89097308715381	2	2	-0.01971012912582859	0.01971012912582859
20343000	20344000	20343500	0.9566616904254124	0.9124391891891892	2	2	0.04422250123622318	0.04422250123622318
20344000	20345000	20344500	0.932646520231214	0.8597577319587628	2	2	0.07288878827245115	0.07288878827245115
20345000	20346000	20345500	0.869060920193127	0.8910000000000002	2	2	-0.021939079806873263	0.021939079806873263
20346000	20347000	20346500	0.80877422752809	0.9504291629695357	2	2	-0.1416549354414457	0.1416549354414457
20347000	20348000	20347500	0.902720751231527	0.9273918882244495	2	2	-0.02467113699292256	0.02467113699292256
20348000	20349000	20348500	0.9696029135338347	0.9382397260273972	2	2	0.03136318750643741	0.03136318750643741
20349000	20350000	20349500	0.964471030582321	0.9709615554573575	2	2	-0.006490524875036541	0.006490524875036541
20350000	20351000	20350500	0.9458326719576718	0.9417136784131491	2	2	0.00411899354452272	0.00411899354452272
20351000	20352000	20351500	0.9571767079172094	0.9468841702596686	2	2	0.01029253765754079	0.01029253765754079
20352000	20353000	20352500	0.9316111111111111	0.9514689399787706	2	2	-0.01985782886765952	0.01985782886765952
20353000	20354000	20353500	0.9269184881430412	0.9449258834225076	2	2	-0.018007395279466376	0.018007395279466376
20354000	20355000	20354500	0.9466888888888889	0.985261295681063	2	2	-0.03857240679217411	0.03857240679217411
20355000	20356000	20355500	0.974131100651934	0.9920316573556797	2	2	-0.017900556703745685	0.017900556703745685
20356000	20357000	20356500	0.9318053465691396	0.9835561531841652	2	2	-0.051750806615025624	0.051750806615025624
20357000	20358000	20357500	0.9255999447208402	0.8093505434782609	2	2	0.11624940124257932	0.11624940124257932
20358000	20359000	20358500	0.8056364168618266	0.931101633986928	2	2	-0.1254652171251014	0.1254652171251014
20359000	20360000	20359500	0.8836995319986629	0.9682019230769231	2	2	-0.08450239107826019	0.08450239107826019
20360000	20361000	20360500	0.900217735042735	0.9530531332891247	2	2	-0.05283539824638972	0.05283539824638972
20361000	20362000	20361500	0.9564551724137931	0.9862705129306641	2	2	-0.02981534051687107	0.02981534051687107
20362000	20363000	20362500	0.9776880849170635	0.9640232681836899	2	2	0.013664816733373608	0.013664816733373608
20363000	20364000	20363500	0.9474556277056277	0.9134735216240071	2	2	0.03398210608162067	0.03398210608162067
20364000	20365000	20364500	0.7613698160680201	0.6866657834101382	2	2	0.07470403265788195	0.07470403265788195
20365000	20366000	20365500	0.8921503262287952	0.9232462837837838	2	2	-0.031095957554988618	0.031095957554988618
20366000	20367000	20366500	NaN	NaN	0	0	NaN	NaN
20367000	20368000	20367500	0.9532377799736494	0.9891904558404558	2	2	-0.035952675866806394	0.035952675866806394
20368000	20369000	20368500	0.8815000000000002	0.7194150943396227	2	2	0.16208490566037748	0.16208490566037748
20369000	20370000	20369500	0.8352045454545454	0.967706097343555	2	2	-0.13250155188900958	0.13250155188900958
20370000	20371000	20370500	0.9767067183462532	0.9905601809954752	2	2	-0.013853462649221937	0.013853462649221937
20371000	20372000	20371500	0.9460749128919861	0.8872546478446971	2	2	0.05882026504728899	0.05882026504728899
20372000	20373000	20372500	0.8031993747478823	0.9426666666666667	2	2	-0.13946729191878438	0.13946729191878438
20373000	20374000	20373500	0.939476313594662	0.9581784254421387	2	2	-0.01870211184747672	0.01870211184747672
20374000	20375000	20374500	0.7836	0.7552254229893438	2	2	0.028374577010656155	0.028374577010656155
20375000	20376000	20375500	0.9086951496779083	0.8990036160420776	2	2	0.009691533635830751	0.009691533635830751
20376000	20377000	20376500	0.8791071859903381	0.8920772867125024	2	2	-0.012970100722164313	0.012970100722164313
20377000	20378000	20377500	0.7786549707602338	0.7405179603202228	2	2	0.038137010440011054	0.038137010440011054
20378000	20379000	20378500	0.9117849560580626	0.924492433422573	2	2	-0.012707477364510389	0.012707477364510389
20379000	20380000	20379500	0.9632852760736197	0.837895945642408	2	2	0.1253893304312117	0.1253893304312117
20380000	20381000	20380500	0.9702044871794873	0.9175223765432099	2	2	0.05268211063627737	0.05268211063627737
20381000	20382000	20381500	0.9639784517973856	0.941986440716494	2	2	0.02199201108089166	0.02199201108089166
20382000	20383000	20382500	0.9775242745535714	0.9762271140965078	2	2	0.0012971604570636286	0.0012971604570636286
20383000	20384000	20383500	0.8856250874125875	0.9201407965342392	2	2	-0.034515709121651694	0.034515709121651694
20384000	20385000	20384500	0.9388234732824429	0.8613532258064516	2	2	0.0774702474759913	0.0774702474759913
20385000	20386000	20385500	0.7576945054945055	0.8147624945675793	2	2	-0.057067989073073866	0.057067989073073866
20386000	20387000	20386500	0.05619890737950766	0.03398108027793347	2	2	0.02221782710157419	0.02221782710157419
20387000	20388000	20387500	0.3589737775611219	0.3471789139369785	2	2	0.011794863624143448	0.011794863624143448
20388000	20389000	20388500	0.6636022012578615	0.5660422240128928	2	2	0.09755997724496868	0.09755997724496868
20389000	20390000	20389500	0.9739686163322172	0.9302796109702388	2	2	0.043689005361978395	0.043689005361978395
20390000	20391000	20390500	0.9415029304029303	0.9602984526112185	2	2	-0.018795522208288173	0.018795522208288173
20391000	20392000	20391500	0.9096249999999999	0.9183333333333332	2	2	-0.008708333333333318	0.008708333333333318
20392000	20393000	20392500	0.982	0.9811185446009388	2	2	0.0008814553990611484	0.0008814553990611484
20393000	20394000	20393500	0.9594549549549549	0.9532142857142856	2	2	0.00624066924066935	0.00624066924066935
20394000	20395000	20394500	0.9544170112781954	0.9475618610164469	2	2	0.006855150261748544	0.006855150261748544
20395000	20396000	20395500	0.719468675721562	0.6871476997578693	2	2	0.032320975963692766	0.032320975963692766
20396000	20397000	20396500	0.9513387330754352	0.8703091017833842	2	2	0.08102963129205099	0.08102963129205099
20397000	20398000	20397500	0.9755642164167757	0.9166797142857142	2	2	0.058884502131061556	0.058884502131061556
20398000	20399000	20398500	0.97645	0.9825870646766169	2	2	-0.006137064676616899	0.006137064676616899
20399000	20400000	20399500	0.9156163319685449	0.9394237060590002	2	2	-0.023807374090455302	0.023807374090455302
20400000	20401000	20400500	0.6611657092907093	0.9565000000000001	2	2	-0.29533429070929085	0.29533429070929085
20401000	20402000	20401500	0.9459850225616104	0.8896579265299958	2	2	0.056327096031614676	0.056327096031614676
20402000	20403000	20402500	0.9875470588235293	0.7627695652173914	2	2	0.22477749360613797	0.22477749360613797
20403000	20404000	20403500	NaN	NaN	0	0	NaN	NaN
20404000	20405000	20404500	0.9931232876712328	0.939206949858852	2	2	0.05391633781238081	0.05391633781238081
20405000	20406000	20405500	0.9681017388608629	0.9717743055555557	2	2	-0.003672566694692736	0.003672566694692736
20406000	20407000	20406500	0.8778932499663843	0.8466189982347749	2	2	0.03127425173160936	0.03127425173160936
20407000	20408000	20407500	0.7867930999180999	0.9134890518280434	2	2	-0.12669595190994354	0.12669595190994354
20408000	20409000	20408500	0.9383698107628622	0.7518119369369369	2	2	0.18655787382592526	0.18655787382592526
20409000	20410000	20409500	0.9349474891847319	0.8894632296240341	2	2	0.04548425956069779	0.04548425956069779
20410000	20411000	20410500	0.8486639004149379	0.8512231349979889	2	2	-0.002559234583050962	0.002559234583050962
20411000	20412000	20411500	0.33872357142857146	0.3390806667559245	2	2	-0.00035709532735306304	0.00035709532735306304
20412000	20413000	20412500	0.916728752655918	0.8622832801458855	2	2	0.05444547251003251	0.05444547251003251
20413000	20414000	20413500	0.934487091503268	0.9362338196713197	2	2	-0.0017467281680516589	0.0017467281680516589
20414000	20415000	20414500	0.9488352272727273	0.8980092006033182	2	2	0.05082602666940905	0.05082602666940905
20415000	20416000	20415500	0.9345069444444444	0.9493881578947369	2	2	-0.014881213450292474	0.014881213450292474
20416000	20417000	20416500	0.5272212902818945	0.5435734728847312	2	2	-0.016352182602836773	0.016352182602836773
20417000	20418000	20417500	0.526838702342151	0.5201033314511575	2	2	0.0067353708909935195	0.0067353708909935195
20418000	20419000	20418500	0.9200527326839827	0.9211770520413126	2	2	-0.0011243193573299282	0.0011243193573299282
20419000	20420000	20419500	0.9547782034531601	0.9006675531914894	2	2	0.05411065026167072	0.05411065026167072
20420000	20421000	20420500	0.9711009615384616	0.9817560975609756	2	2	-0.010655136022514	0.010655136022514
20421000	20422000	20421500	0.9207920792079207	0.9320555555555555	2	2	-0.011263476347634804	0.011263476347634804
20422000	20423000	20422500	0.9639428571428572	0.9773367486338798	2	2	-0.013393891491022547	0.013393891491022547
20423000	20424000	20423500	0.8950061857632279	0.9316851851851852	2	2	-0.03667899942195729	0.03667899942195729
20424000	20425000	20424500	NaN	NaN	0	0	NaN	NaN
20425000	20426000	20425500	0.9092162790697673	0.9077512310320571	2	2	0.0014650480377101927	0.0014650480377101927
20426000	20427000	20426500	0.9025143466260195	0.8774202657807307	2	2	0.025094080845288746	0.025094080845288746
20427000	20428000	20427500	0.97775	0.9739855483870967	2	2	0.0037644516129032857	0.0037644516129032857
20428000	20429000	20428500	0.914226668680157	0.9049972457365125	2	2	0.009229422943644483	0.009229422943644483
20429000	20430000	20429500	0.16428316892271902	0.1470247611134192	2	2	0.017258407809299825	0.017258407809299825
20430000	20431000	20430500	0.4744282671210991	0.4596072842408615	2	2	0.014820982880237588	0.014820982880237588
20431000	20432000	20431500	0.5819172021028037	0.6785059553349877	2	2	-0.09658875323218397	0.09658875323218397
20432000	20433000	20432500	0.9203722943722943	0.9640766289036744	2	2	-0.04370433453138012	0.04370433453138012
20433000	20434000	20433500	0.8746757259001161	0.8562904004491019	2	2	0.018385325451014234	0.018385325451014234
20434000	20435000	20434500	0.9786666666666666	0.9366178091880726	2	2	0.04204885747859399	0.04204885747859399
20435000	20436000	20435500	0.973563882063882	0.980822966507177	2	2	-0.0072590844432950385	0.0072590844432950385
20436000	20437000	20436500	0.9938364197530865	0.949299539170507	2	2	0.04453688058257943	0.04453688058257943
20437000	20438000	20437500	0.9414839101396477	0.9591753469588957	2	2	-0.017691436819248008	0.017691436819248008
20438000	20439000	20438500	0.9776664689796053	0.9298634511857995	2	2	0.0478030177938058	0.0478030177938058
20439000	20440000	20439500	0.9769597804464745	0.8215960784313725	2	2	0.15536370201510197	0.15536370201510197
20440000	20441000	20440500	0.933338433451119	0.8683971602759506	2	2	0.0649412731751684	0.0649412731751684
20441000	20442000	20441500	0.8840093091334895	0.8634337291802948	2	2	0.0205755799531947	0.0205755799531947
20442000	20443000	20442500	0.984609375	0.9387360532062735	2	2	0.045873321793726496	0.045873321793726496
20443000	20444000	20443500	0.9675662062486723	0.9206157195888063	2	2	0.04695048665986601	0.04695048665986601
20444000	20445000	20444500	0.9439310713960339	0.9898068110170897	2	2	-0.04587573962105573	0.04587573962105573
20445000	20446000	20445500	0.9912950892857143	0.9589112544483986	2	2	0.03238383483731566	0.03238383483731566
20446000	20447000	20446500	0.8175700757575757	0.8873555112881806	2	2	-0.0697854355306049	0.0697854355306049
20447000	20448000	20447500	0.9526742105263157	0.9198175359482685	2	2	0.032856674578047196	0.032856674578047196
20448000	20449000	20448500	0.9171047065337762	0.9540769406772609	2	2	-0.03697223414348472	0.03697223414348472
20449000	20450000	20449500	0.8438891236712471	0.9944352192659585	2	2	-0.15054609559471133	0.15054609559471133
20450000	20451000	20450500	0.7269894736842105	0.7604334697217676	2	2	-0.0334439960375571	0.0334439960375571
20451000	20452000	20451500	0.5786061855670104	0.812375	2	2	-0.23376881443298958	0.23376881443298958
20452000	20453000	20452500	0.9085523380635702	0.9734826621923938	2	2	-0.0649303241288236	0.0649303241288236
20453000	20454000	20453500	0.9752405755715847	0.9971590909090908	2	2	-0.021918515337506106	0.021918515337506106
20454000	20455000	20454500	0.9655655595813204	0.9913373702422146	2	2	-0.02577181066089418	0.02577181066089418
20455000	20456000	20455500	0.9794955578176385	0.9859522524237521	2	2	-0.006456694606113533	0.006456694606113533
20456000	20457000	20456500	0.9840790967854647	0.9663793033362047	2	2	0.017699793449259982	0.017699793449259982
20457000	20458000	20457500	0.6005094280020218	0.5905333079253492	2	2	0.00997612007667259	0.00997612007667259
20458000	20459000	20458500	0.0071835456541644825	0.006434771766382736	2	2	0.0007487738877817469	0.0007487738877817469
20459000	20460000	20459500	0.29489671637603593	0.30842505003006504	2	2	-0.013528333654029112	0.013528333654029112
20460000	20461000	20460500	0.9973061571471593	0.9934120411499237	2	2	0.0038941159972356587	0.0038941159972356587
20461000	20462000	20461500	0.9884024390243902	0.9703365570074163	2	2	0.0180658820169739	0.0180658820169739
20462000	20463000	20462500	0.8499069791594545	0.8614471281913143	2	2	-0.011540149031859848	0.011540149031859848
20463000	20464000	20463500	0.9736897782063646	0.9777590315869112	2	2	-0.004069253380546645	0.004069253380546645
20464000	20465000	20464500	0.9829780600461894	0.98392	2	2	-0.0009419399538106443	0.0009419399538106443
20465000	20466000	20465500	0.9952877358490566	0.9052974343966442	2	2	0.08999030145241238	0.08999030145241238
20466000	20467000	20466500	0.9949498746867168	0.9913447475083466	2	2	0.0036051271783702488	0.0036051271783702488
20467000	20468000	20467500	0.993103448275862	0.9177808196170643	2	2	0.0753226286587978	0.0753226286587978
20468000	20469000	20468500	0.633968125	0.8123245098039216	2	2	-0.17835638480392157	0.17835638480392157
20469000	20470000	20469500	0.9107510744463869	0.9043899809160305	2	2	0.00636109353035641	0.00636109353035641
20470000	20471000	20470500	0.9746896551724138	0.9972798913043478	2	2	-0.022590236131934005	0.022590236131934005
20471000	20472000	20471500	0.9011609826589595	0.9693914690841469	2	2	-0.06823048642518736	0.06823048642518736
20472000	20473000	20472500	0.9330691917194094	0.9530594922061126	2	2	-0.01999030048670325	0.01999030048670325
20473000	20474000	20473500	0.9387800189095494	0.9762033505154639	2	2	-0.03742333160591449	0.03742333160591449
20474000	20475000	20474500	0.9307347303365361	0.9802478632478633	2	2	-0.049513132911327196	0.049513132911327196
20475000	20476000	20475500	0.9788619520237942	0.9601409229068804	2	2	0.018721029116913868	0.018721029116913868
20476000	20477000	20476500	0.955227636181909	0.9764573355033713	2	2	-0.021229699321462348	0.021229699321462348
20477000	20478000	20477500	0.9735660792951542	0.9760869565217392	2	2	-0.0025208772265850055	0.0025208772265850055
20478000	20479000	20478500	0.9714800804093567	0.9497795771102533	2	2	0.021700503299103446	0.021700503299103446
20479000	20480000	20479500	0.92228	0.9199370748299319	2	2	0.0023429251700680664	0.0023429251700680664
20480000	20481000	20480500	0.9927173913043479	0.9453125	2	2	0.047404891304347885	0.047404891304347885
20481000	20482000	20481500	0.9673888888888889	0.962575295221278	2	2	0.004813593667610805	0.004813593667610805
20482000	20483000	20482500	0.8280599393575415	0.8532185034413295	2	2	-0.025158564083788026	0.025158564083788026
20483000	20484000	20483500	0.8908622580645161	0.94206855851331	2	2	-0.05120630044879382	0.05120630044879382
20484000	20485000	20484500	0.9702159586596608	0.9563324388789505	2	2	0.01388351978071034	0.01388351978071034
20485000	20486000	20485500	0.9550702731847591	0.9825749846657125	2	2	-0.027504711480953348	0.027504711480953348
20486000	20487000	20486500	0.9713791184041184	0.8923571428571428	2	2	0.07902197554697554	0.07902197554697554
20487000	20488000	20487500	0.9113940324358369	0.9717499999999999	2	2	-0.06035596756416295	0.06035596756416295
20488000	20489000	20488500	0.9815615039779304	0.99309375	2	2	-0.011532246022069592	0.011532246022069592
20489000	20490000	20489500	0.936006788528927	0.9747328519855596	2	2	-0.03872606345663254	0.03872606345663254
20490000	20491000	20490500	0.9398139226519338	0.9627524844582922	2	2	-0.02293856180635845	0.02293856180635845
20491000	20492000	20491500	0.7672555801574521	0.9672252304147466	2	2	-0.19996965025729452	0.19996965025729452
20492000	20493000	20492500	0.9469485308715504	0.9574331650368698	2	2	-0.010484634165319417	0.010484634165319417
20493000	20494000	20493500	0.8076758241758242	0.929779876323994	2	2	-0.12210405214816977	0.12210405214816977
20494000	20495000	20494500	0.9364927843803057	0.9639822465133809	2	2	-0.027489462133075238	0.027489462133075238
20495000	20496000	20495500	0.9652639211354808	0.9868706143614802	2	2	-0.021606693225999396	0.021606693225999396
20496000	20497000	20496500	0.9705379646017699	0.9649672086720866	2	2	0.005570755929683258	0.005570755929683258
20497000	20498000	20497500	0.9779398532777377	0.8580005128205128	2	2	0.11993934045722487	0.11993934045722487
20498000	20499000	20498500	0.9457813620071684	0.9647692307692308	2	2	-0.018987868762062377	0.018987868762062377
20499000	20500000	20499500	0.9715829485995692	0.9746513888888889	2	2	-0.0030684402893197404	0.0030684402893197404
20500000	20501000	20500500	0.9557898653437279	0.99053269818367	2	2	-0.03474283283994206	0.03474283283994206
20501000	20502000	20501500	0.9195671394799054	0.9128852441218438	2	2	0.006681895358061629	0.006681895358061629
20502000	20503000	20502500	0.9888999668214997	0.9913465323336459	2	2	-0.0024465655121461705	0.0024465655121461705
20503000	20504000	20503500	0.9948995432747203	0.9642263610315186	2	2	0.030673182243201702	0.030673182243201702
20504000	20505000	20504500	0.9403852119607643	0.9736666666666667	2	2	-0.03328145470590238	0.03328145470590238
20505000	20506000	20505500	0.939389349005425	0.9358433457983262	2	2	0.003546003207098858	0.003546003207098858
20506000	20507000	20506500	0.973879271933854	0.955783698330776	2	2	0.018095573603078008	0.018095573603078008
20507000	20508000	20507500	0.9449989375923451	0.944297274580636	2	2	0.0007016630117091527	0.0007016630117091527
20508000	20509000	20508500	0.9503928571428572	0.9809774114774115	2	2	-0.030584554334554315	0.030584554334554315
20509000	20510000	20509500	0.4215740516707095	0.5346029250825899	2	2	-0.11302887341188039	0.11302887341188039
20510000	20511000	20510500	0.032361439615149167	0.017615151620135508	2	2	0.014746287995013659	0.014746287995013659
20511000	20512000	20511500	0.1317103434584078	0.3779201570680628	2	2	-0.24620981360965502	0.24620981360965502
20512000	20513000	20512500	0.9403561044750806	0.9720818489362442	2	2	-0.03172574446116361	0.03172574446116361
20513000	20514000	20513500	0.9468095238095238	0.9611870433474552	2	2	-0.014377519537931427	0.014377519537931427
20514000	20515000	20514500	0.8177381428676838	0.7865824187824186	2	2	0.031155724085265124	0.031155724085265124
20515000	20516000	20515500	0.8749121087031304	0.921383033054334	2	2	-0.04647092435120359	0.04647092435120359
20516000	20517000	20516500	0.892969622860085	0.875474621615915	2	2	0.017495001244169917	0.017495001244169917
20517000	20518000	20517500	0.9393132949524702	0.9261663031624863	2	2	0.013146991789983908	0.013146991789983908
20518000	20519000	20518500	0.9741923076923077	0.9956660099446477	2	2	-0.02147370225234002	0.02147370225234002
20519000	20520000	20519500	0.9508964912280702	0.9831570995547976	2	2	-0.03226060832672739	0.03226060832672739
20520000	20521000	20520500	1.0	0.9101917475728155	2	2	0.08980825242718449	0.08980825242718449
20521000	20522000	20521500	0.941025641025641	0.9317281514297221	2	2	0.009297489595918917	0.009297489595918917
20522000	20523000	20522500	0.8461959662853702	0.9102700741525424	2	2	-0.06407410786717216	0.06407410786717216
20523000	20524000	20523500	1.0	0.8407088607594936	2	2	0.15929113924050642	0.15929113924050642
20524000	20525000	20524500	0.9850925858802209	0.9416478494623657	2	2	0.04344473641785518	0.04344473641785518
20525000	20526000	20525500	0.9799632920160408	0.9304040867389491	2	2	0.04955920527709168	0.04955920527709168
20526000	20527000	20526500	0.983333604146239	0.9783319930069929	2	2	0.0050016111392461315	0.0050016111392461315
20527000	20528000	20527500	0.9424276980329611	0.984282722513089	2	2	-0.0418550244801279	0.0418550244801279
20528000	20529000	20528500	0.9721780960064543	0.9242803030303031	2	2	0.047897792976151266	0.047897792976151266
20529000	20530000	20529500	0.9656326409743077	0.9919974933614137	2	2	-0.026364852387106064	0.026364852387106064
20530000	20531000	20530500	0.9549057538772139	0.9878256756756756	2	2	-0.032919921798461704	0.032919921798461704
20531000	20532000	20531500	0.9760129361421989	0.9883501494768311	2	2	-0.012337213334632224	0.012337213334632224
20532000	20533000	20532500	0.9459517094017094	0.9931301369863014	2	2	-0.04717842758459201	0.04717842758459201
20533000	20534000	20533500	0.9835724043715848	0.9451128048780487	2	2	0.038459599493536056	0.038459599493536056
20534000	20535000	20534500	0.9935318181818182	0.9963185185185185	2	2	-0.002786700336700254	0.002786700336700254
20535000	20536000	20535500	0.9892678571428573	0.9863025373134329	2	2	0.0029653198294243843	0.0029653198294243843
20536000	20537000	20536500	0.9608873837114411	0.9833742518956414	2	2	-0.022486868184200315	0.022486868184200315
20537000	20538000	20537500	0.892592830882353	0.9609836921069799	2	2	-0.0683908612246269	0.0683908612246269
20538000	20539000	20538500	0.9686857831809506	0.9800554590915405	2	2	-0.011369675910589905	0.011369675910589905
20539000	20540000	20539500	0.8684354515050167	0.8505230899830221	2	2	0.017912361521994602	0.017912361521994602
20540000	20541000	20540500	0.9399975806451613	0.9166616161616161	2	2	0.023335964483545135	0.023335964483545135
20541000	20542000	20541500	0.9868926975232759	0.9851511166060689	2	2	0.0017415809172069974	0.0017415809172069974
20542000	20543000	20542500	0.9434453875720692	0.9665860815047022	2	2	-0.02314069393263296	0.02314069393263296
20543000	20544000	20543500	0.8415643564356436	0.9935032679738562	2	2	-0.1519389115382126	0.1519389115382126
20544000	20545000	20544500	0.9643372632575757	0.9546412874278913	2	2	0.0096959758296844	0.0096959758296844
20545000	20546000	20545500	0.9634598539674335	0.9367585028296073	2	2	0.026701351137826235	0.026701351137826235
20546000	20547000	20546500	0.9877791411042945	0.9499333033082213	2	2	0.0378458377960732	0.0378458377960732
20547000	20548000	20547500	0.9933892962886456	0.99263353115727	2	2	0.0007557651313755409	0.0007557651313755409
20548000	20549000	20548500	0.9484349917537109	0.9643389786347055	2	2	-0.01590398688099459	0.01590398688099459
20549000	20550000	20549500	0.9087475369458127	0.9165093641114983	2	2	-0.007761827165685631	0.007761827165685631
20550000	20551000	20550500	0.9861881822496441	0.8970155769035618	2	2	0.08917260534608229	0.08917260534608229
20551000	20552000	20551500	0.9267073045958985	0.938664116398833	2	2	-0.011956811802934508	0.011956811802934508
20552000	20553000	20552500	0.9250716313684348	0.9160487546033418	2	2	0.009022876765093057	0.009022876765093057
20553000	20554000	20553500	0.9501980208242761	0.9611945056074218	2	2	-0.010996484783145744	0.010996484783145744
20554000	20555000	20554500	0.9569613477605807	0.9866475226693535	2	2	-0.02968617490877279	0.02968617490877279
20555000	20556000	20555500	0.9069109515555004	0.964931358835284	2	2	-0.05802040727978364	0.05802040727978364
20556000	20557000	20556500	0.7848505089058525	0.8298054500918555	2	2	-0.04495494118600296	0.04495494118600296
20557000	20558000	20557500	0.9895399737876802	0.9437899943178883	2	2	0.04574997946979187	0.04574997946979187
20558000	20559000	20558500	0.9830568769761425	0.9485412037037035	2	2	0.034515673272438985	0.034515673272438985
20559000	20560000	20559500	0.9667493748263407	0.9530366273215485	2	2	0.013712747504792233	0.013712747504792233
20560000	20561000	20560500	0.9189526246177513	0.9157306944566717	2	2	0.0032219301610796336	0.0032219301610796336
20561000	20562000	20561500	0.9590598441269252	0.9252817671517672	2	2	0.033778076975158	0.033778076975158
20562000	20563000	20562500	0.983599	0.96383463962098	2	2	0.019764360379019963	0.019764360379019963
20563000	20564000	20563500	0.9902365130503805	0.971791069758446	2	2	0.018445443291934538	0.018445443291934538
20564000	20565000	20564500	0.9540231715652769	0.9225701675306137	2	2	0.03145300403466322	0.03145300403466322
20565000	20566000	20565500	0.9248878182967175	0.9678637887084591	2	2	-0.042975970411741615	0.042975970411741615
20566000	20567000	20566500	0.9928348925234827	0.9677576346411634	2	2	0.025077257882319293	0.025077257882319293
20567000	20568000	20567500	0.9518556776556776	0.9800244047619048	2	2	-0.028168727106227198	0.028168727106227198
20568000	20569000	20568500	0.9159299687010956	0.9251829172090088	2	2	-0.00925294850791325	0.00925294850791325
20569000	20570000	20569500	0.8999721871049304	0.9469791867965425	2	2	-0.04700699969161204	0.04700699969161204
20570000	20571000	20570500	0.9832241090596823	0.9846925198401532	2	2	-0.0014684107804708857	0.0014684107804708857
20571000	20572000	20571500	0.9660786627335299	0.9854068552621607	2	2	-0.019328192528630717	0.019328192528630717
20572000	20573000	20572500	0.9188615758615759	0.923606740461611	2	2	-0.004745164600035046	0.004745164600035046
20573000	20574000	20573500	0.9519438596491228	0.9289532725402494	2	2	0.02299058710887336	0.02299058710887336
20574000	20575000	20574500	0.9248367928367927	0.936658583752467	2	2	-0.011821790915674368	0.011821790915674368
20575000	20576000	20575500	0.9599298701298702	0.9689605052700652	2	2	-0.009030635140194976	0.009030635140194976
20576000	20577000	20576500	0.9341661716171616	0.9637459484189872	2	2	-0.029579776801825552	0.029579776801825552
20577000	20578000	20577500	0.9408018813481072	0.9714277576290434	2	2	-0.03062587628093627	0.03062587628093627
20578000	20579000	20578500	0.9611091602372122	0.9703510279111645	2	2	-0.009241867673952298	0.009241867673952298
