window_start	window_end	window_mid	pwsdel_retained_maternal_mean	n_pwsdel_samples	asdel_retained_paternal_mean	n_asdel_samples	reciprocal_delta	reciprocal_delta_smoothed	abs_reciprocal_delta_smoothed	boundary_threshold	delta_state
20502000	20503000	20502500	0.9587954545454545	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20503000	20504000	20503500	0.993438130881095	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20504000	20505000	20504500	0.9904397946909429	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20505000	20506000	20505500	0.9425818747815048	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20506000	20507000	20506500	0.986662777690428	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20507000	20508000	20507500	0.9588470588235295	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20508000	20509000	20508500	0.9380653330513398	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20509000	20510000	20509500	0.6384455140911003	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20510000	20511000	20510500	0.02360132884022937	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20511000	20512000	20511500	0.1138063457780513	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20512000	20513000	20512500	0.935912333892401	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20513000	20514000	20513500	0.9606000516496493	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20514000	20515000	20514500	0.8145181534098377	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20515000	20516000	20515500	0.9285663197865519	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20516000	20517000	20516500	0.9513341642003825	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20517000	20518000	20517500	0.9093178766944734	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20518000	20519000	20518500	0.9561935216678588	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20519000	20520000	20519500	0.9753002587100076	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20520000	20521000	20520500	0.979431049069374	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20521000	20522000	20521500	0.9685089936247724	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20522000	20523000	20522500	0.8954141174685324	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20523000	20524000	20523500	0.9316191176470587	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20524000	20525000	20524500	0.9746360507246377	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20525000	20526000	20525500	0.964356737012987	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20526000	20527000	20526500	0.9676321429225765	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20527000	20528000	20527500	0.9292984773177564	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20528000	20529000	20528500	0.8702092262874837	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20529000	20530000	20529500	0.9687015992003998	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20530000	20531000	20530500	0.9652816129685544	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20531000	20532000	20531500	0.9773031545554811	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20532000	20533000	20532500	0.9481160371277967	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20533000	20534000	20533500	0.9828082675804011	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20534000	20535000	20534500	0.9576010638297872	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20535000	20536000	20535500	0.9889088571428571	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20536000	20537000	20536500	0.9604235753657944	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20537000	20538000	20537500	0.9654061696837637	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20538000	20539000	20538500	0.9248512543943752	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20539000	20540000	20539500	0.9602804881821132	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20540000	20541000	20540500	0.9630897050068931	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20541000	20542000	20541500	0.9608372504537205	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20542000	20543000	20542500	0.9618257702182285	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20543000	20544000	20543500	0.992030303030303	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20544000	20545000	20544500	0.8786217549519808	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20545000	20546000	20545500	0.9486787618871738	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20546000	20547000	20546500	0.9139936366836824	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20547000	20548000	20547500	0.9532752429492704	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20548000	20549000	20548500	0.9162820612337139	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20549000	20550000	20549500	0.9727279293739968	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20550000	20551000	20550500	0.9388955401355401	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20551000	20552000	20551500	0.9417565484043144	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20552000	20553000	20552500	0.9321755148139299	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20553000	20554000	20553500	0.9687160303481863	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20554000	20555000	20554500	0.9730815623182233	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20555000	20556000	20555500	0.9495325683569241	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20556000	20557000	20556500	0.860514770523594	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20557000	20558000	20557500	0.9835020576131688	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20558000	20559000	20558500	0.9410926281171357	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20559000	20560000	20559500	0.9483148734177215	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20560000	20561000	20560500	0.9469832945186403	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20561000	20562000	20561500	0.94551503916014	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20562000	20563000	20562500	0.9290905195963497	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20563000	20564000	20563500	0.9590585615471485	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20564000	20565000	20564500	0.9594820054066163	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20565000	20566000	20565500	0.9402822353009117	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20566000	20567000	20566500	0.9842228815396781	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20567000	20568000	20567500	0.950926667452516	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20568000	20569000	20568500	0.9256512186971938	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20569000	20570000	20569500	0.9568300303454715	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20570000	20571000	20570500	0.973110118038194	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20571000	20572000	20571500	0.9660347133757963	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20572000	20573000	20572500	0.9743832687858174	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20573000	20574000	20573500	0.8785110452766464	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20574000	20575000	20574500	0.8931268541416555	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20575000	20576000	20575500	0.9678380335028929	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20576000	20577000	20576500	0.9666698530950049	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20577000	20578000	20577500	0.9514119653942235	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20578000	20579000	20578500	0.9244043821103292	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20579000	20580000	20579500	0.9803070055581288	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20580000	20581000	20580500	0.9690130378752514	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20581000	20582000	20581500	0.9361398791867148	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20582000	20583000	20582500	0.9540278676862727	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20583000	20584000	20583500	0.9262277470756194	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20584000	20585000	20584500	0.9796244743481917	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20585000	20586000	20585500	0.9895351216185496	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20586000	20587000	20586500	0.9560980916711254	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20587000	20588000	20587500	0.9877778159340659	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20588000	20589000	20588500	0.9855077109108339	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20589000	20590000	20589500	0.9707137886242716	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20590000	20591000	20590500	0.986280465653897	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20591000	20592000	20591500	0.9854602672292545	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20592000	20593000	20592500	0.9500694253534934	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20593000	20594000	20593500	0.9336421822252541	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20594000	20595000	20594500	0.9461749471458774	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20595000	20596000	20595500	0.9921052631578947	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20596000	20597000	20596500	0.9687140861931365	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20597000	20598000	20597500	0.9892428511354079	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20598000	20599000	20598500	0.95508631064016	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20599000	20600000	20599500	0.9864933333580013	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20600000	20601000	20600500	0.9763018408980982	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20601000	20602000	20601500	0.9894500640888698	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20602000	20603000	20602500	0.9692231068251476	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20603000	20604000	20603500	0.9807442583732058	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20604000	20605000	20604500	0.9822129937246217	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20605000	20606000	20605500	0.9412657049176193	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20606000	20607000	20606500	0.9667647695405869	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20607000	20608000	20607500	0.9567315111205956	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20608000	20609000	20608500	0.8724310562335882	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20609000	20610000	20609500	0.974130521492616	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20610000	20611000	20610500	0.9017714694404894	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20611000	20612000	20611500	0.9294361541315722	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20612000	20613000	20612500	0.951120218579235	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20613000	20614000	20613500	0.9832736240913812	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20614000	20615000	20614500	0.978934691232815	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20615000	20616000	20615500	0.9559819676700112	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20616000	20617000	20616500	0.9511353394541779	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20617000	20618000	20617500	0.9646029052244046	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20618000	20619000	20618500	0.9768857029131309	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20619000	20620000	20619500	0.9171847983887457	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20620000	20621000	20620500	0.4960431637241839	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20621000	20622000	20621500	0.23661228904788725	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20622000	20623000	20622500	0.9450074122223621	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20623000	20624000	20623500	0.9533662650606956	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20624000	20625000	20624500	0.9338815576516507	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20625000	20626000	20625500	0.9302430009716463	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20626000	20627000	20626500	0.9308440657666464	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20627000	20628000	20627500	0.8867692239951664	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20628000	20629000	20628500	0.603521645021645	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20629000	20630000	20629500	0.9116429617922389	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20630000	20631000	20630500	0.8435870646766168	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20631000	20632000	20631500	0.9478864343561648	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20632000	20633000	20632500	0.9952543549640325	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20633000	20634000	20633500	0.8073326330532212	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20634000	20635000	20634500	0.9348773760912059	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20635000	20636000	20635500	0.8916727566064688	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20636000	20637000	20636500	0.6535620445158992	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20637000	20638000	20637500	0.9367554347826086	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20638000	20639000	20638500	0.9563286682133728	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20639000	20640000	20639500	0.9434347039115758	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20640000	20641000	20640500	0.8266558251979044	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20641000	20642000	20641500	0.9731630266425706	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20642000	20643000	20642500	0.9784940629298032	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20643000	20644000	20643500	0.7305768491908985	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20644000	20645000	20644500	0.9568791282881091	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20645000	20646000	20645500	0.2720251271905031	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20646000	20647000	20646500	0.7573655086848636	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20647000	20648000	20647500	0.936574690491337	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20648000	20649000	20648500	0.9854453068347988	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20649000	20650000	20649500	0.9785664433636556	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20650000	20651000	20650500	0.6025122233354716	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20651000	20652000	20651500	0.011803901893087998	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20652000	20653000	20652500	0.03309151171922113	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20653000	20654000	20653500	0.8994970985780587	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20654000	20655000	20654500	0.9554689633884887	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20655000	20656000	20655500	0.9510872634643377	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20656000	20657000	20656500	0.9598859437751003	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20657000	20658000	20657500	0.9979869083585097	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20658000	20659000	20658500	0.9456309267572721	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20659000	20660000	20659500	0.9655341732542819	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20660000	20661000	20660500	0.9617794793505398	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20661000	20662000	20661500	0.8682638888888888	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20662000	20663000	20662500	0.9346043675909181	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20663000	20664000	20663500	0.9019499475890984	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20664000	20665000	20664500	0.7654329524128286	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20665000	20666000	20665500	0.9922956829051918	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20666000	20667000	20666500	0.9802073271135813	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20667000	20668000	20667500	0.9831680321856794	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20668000	20669000	20668500	0.921520864935334	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20669000	20670000	20669500	0.9860651151426302	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20670000	20671000	20670500	0.9715182724252491	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20671000	20672000	20671500	0.9270151378896883	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20672000	20673000	20672500	0.9907642581231538	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20673000	20674000	20673500	0.9567185314685315	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20674000	20675000	20674500	0.9099595833333334	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20675000	20676000	20675500	0.9180333887934736	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20676000	20677000	20676500	0.9733548456135216	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20677000	20678000	20677500	0.9351577485014985	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20678000	20679000	20678500	0.9450173387406045	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20679000	20680000	20679500	0.8853890154557226	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20680000	20681000	20680500	0.9459831375039696	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20681000	20682000	20681500	0.9658328083810985	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20682000	20683000	20682500	0.9294641423473939	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20683000	20684000	20683500	0.9628652284227474	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20684000	20685000	20684500	0.9494996836444377	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20685000	20686000	20685500	0.9359549744327981	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20686000	20687000	20686500	0.9747142857142858	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20687000	20688000	20687500	0.9904846546033553	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20688000	20689000	20688500	0.8474156914893617	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20689000	20690000	20689500	0.9443244793593206	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20690000	20691000	20690500	0.9636650000000001	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20691000	20692000	20691500	0.9288016635392893	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20692000	20693000	20692500	0.9474692471328154	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20693000	20694000	20693500	0.971964954402011	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20694000	20695000	20694500	0.9694866666666666	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20695000	20696000	20695500	0.9686189729682844	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20696000	20697000	20696500	0.9912622377622378	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20697000	20698000	20697500	0.9790917238664052	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20698000	20699000	20698500	0.9671434419381787	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20699000	20700000	20699500	0.8943058517910856	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20700000	20701000	20700500	0.9488688745806677	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20701000	20702000	20701500	0.9652007502354574	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20702000	20703000	20702500	0.9604552703291912	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20703000	20704000	20703500	0.952139432485323	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20704000	20705000	20704500	0.8984735772357725	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20705000	20706000	20705500	0.9629283854166667	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20706000	20707000	20706500	0.9620131021824855	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20707000	20708000	20707500	0.78165445026178	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20708000	20709000	20708500	0.8843537414965986	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20709000	20710000	20709500	0.9630155849795715	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20710000	20711000	20710500	0.30366310911819244	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20711000	20712000	20711500	0.04287356876053888	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20712000	20713000	20712500	0.9593930699481864	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20713000	20714000	20713500	0.9481666666666667	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20714000	20715000	20714500	0.9770380675526025	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20715000	20716000	20715500	0.9800168350168349	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20716000	20717000	20716500	0.8478249999999999	2	NaN	0	NaN	NaN	NaN	0.1	low_delta
20717000	20718000	20717500	0.6840088274765903	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20718000	20719000	20718500	0.9048638211382114	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20719000	20720000	20719500	0.9862477064220183	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20720000	20721000	20720500	0.9794930959997812	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20721000	20722000	20721500	0.9522328431372548	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20722000	20723000	20722500	0.9619821428571429	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20723000	20724000	20723500	0.9338088803088803	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20724000	20725000	20724500	1.0	2	NaN	0	NaN	NaN	NaN	0.1	low_delta
20725000	20726000	20725500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta
20726000	20727000	20726500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta
20727000	20728000	20727500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta
20728000	20729000	20728500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta
20729000	20730000	20729500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta
20730000	20731000	20730500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta
20731000	20732000	20731500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta
20732000	20733000	20732500	0.9770380751456701	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20733000	20734000	20733500	0.9627361111111111	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20734000	20735000	20734500	0.9499749697824336	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20735000	20736000	20735500	0.8191741409915255	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20736000	20737000	20736500	0.8184849747474747	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20737000	20738000	20737500	0.9289715263215981	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20738000	20739000	20738500	0.8327025073832854	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20739000	20740000	20739500	0.8847866534349287	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20740000	20741000	20740500	0.9571578284653942	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20741000	20742000	20741500	0.9831372524752475	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20742000	20743000	20742500	0.9186415343915344	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20743000	20744000	20743500	0.8916878360215054	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20744000	20745000	20744500	0.9207791243978981	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20745000	20746000	20745500	0.9851455223880596	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20746000	20747000	20746500	0.94225	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20747000	20748000	20747500	0.8784316390041493	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20748000	20749000	20748500	0.8880492548164304	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20749000	20750000	20749500	0.9824902006304317	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20750000	20751000	20750500	0.9530013816309985	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20751000	20752000	20751500	0.9732159440470041	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20752000	20753000	20752500	0.9751826272836179	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20753000	20754000	20753500	0.9455657226129819	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20754000	20755000	20754500	0.9054008771929825	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20755000	20756000	20755500	0.9159692565114104	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20756000	20757000	20756500	0.9094583333333333	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20757000	20758000	20757500	0.8166835911773843	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20758000	20759000	20758500	0.8198749999999999	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20759000	20760000	20759500	0.8978420671834625	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20760000	20761000	20760500	0.9850432634252431	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20761000	20762000	20761500	0.9573088868368473	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20762000	20763000	20762500	0.9351470148360852	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20763000	20764000	20763500	0.7652204099821747	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20764000	20765000	20764500	0.9150458019504114	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20765000	20766000	20765500	0.9025860549497078	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20766000	20767000	20766500	0.7052442285095857	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20767000	20768000	20767500	0.9283253565732513	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20768000	20769000	20768500	0.9145674550809715	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20769000	20770000	20769500	0.9357532085561497	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20770000	20771000	20770500	0.8159901713709677	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20771000	20772000	20771500	0.9542501419995768	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20772000	20773000	20772500	0.8677901334776335	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20773000	20774000	20773500	0.8970454177323103	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20774000	20775000	20774500	0.8919664744745962	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20775000	20776000	20775500	0.9054274033614376	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20776000	20777000	20776500	0.9118951465201465	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20777000	20778000	20777500	0.9093418023343658	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20778000	20779000	20778500	0.8618643077980076	3	NaN	0	NaN	NaN	NaN	0.1	low_delta
20779000	20780000	20779500	0.9073506701631702	4	NaN	0	NaN	NaN	NaN	0.1	low_delta
20780000	20781000	20780500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta
