window_start	window_end	window_mid	control_maternal_mean	control_paternal_mean	n_controls_maternal	n_controls_paternal	maternal_paternal_delta	abs_delta	control_maternal_mean_smoothed	control_paternal_mean_smoothed
18023000	18024000	18023500	0.8659906071181538	0.8511133274714233	2	2	0.0148772796467304	0.0148772796467304	0.7643670155456365	0.7439223300970874
18024000	18025000	18024500	0.6973169951512974	0.6741724289942692	2	2	0.0231445661570282	0.0231445661570282	0.7664299025096604	0.7648319515582896
18025000	18026000	18025500	0.7283300333763996	0.7155352054984726	2	2	0.0127948278779269	0.0127948278779269	0.7684927894736842	0.7870645695364238
18026000	18027000	18026500	0.8347654972616875	0.8236434225041367	2	2	0.0111220747575507	0.0111220747575507	0.7684927894736842	0.7870645695364238
18027000	18028000	18027500	0.8922603854389721	0.8608546511627907	2	2	0.0314057342761814	0.0314057342761814	0.7684927894736842	0.7870645695364238
18028000	18029000	18028500	0.7684927894736842	0.7245866336633664	2	2	0.0439061558103177	0.0439061558103177	0.7684927894736842	0.7870645695364238
18029000	18030000	18029500	0.8052925735013363	0.7145772274988693	2	2	0.090715346002467	0.090715346002467	0.7684927894736842	0.7736484629402802
18030000	18031000	18030500	0.8544628932253033	0.8305836334901499	2	2	0.0238792597351534	0.0238792597351534	0.7836051975537435	0.780356516238352
18031000	18032000	18031500	0.735028918918919	0.6937875	2	2	0.0412414189189189	0.0412414189189189	0.7836051975537435	0.780356516238352
18032000	18033000	18032500	0.6559526746182345	0.6826596045197741	2	2	-0.0267069299015396	0.0267069299015396	0.7684927894736842	0.7736484629402802
18033000	18034000	18033500	0.8215209899749374	0.7396160416666667	2	2	0.0819049483082706	0.0819049483082706	0.7836051975537435	0.780356516238352
18034000	18035000	18034500	0.8596781045751634	0.8776222793292916	2	2	-0.0179441747541282	0.0179441747541282	0.8015626180779456	0.78974407276956
18035000	18036000	18035500	0.8568034992920881	0.9229573791543876	2	2	-0.0661538798622995	0.0661538798622995	0.8048501020117123	0.7977479456877521
18036000	18037000	18036500	0.7643670155456365	0.8730974025974025	2	2	-0.108730387051766	0.108730387051766	0.8048501020117123	0.780356516238352
18037000	18038000	18037500	0.7222597982094643	0.7870645695364238	2	2	-0.0648047713269595	0.0648047713269595	0.7893301310505179	0.780356516238352
18038000	18039000	18038500	NaN	NaN	0	0	NaN	NaN	0.7893301310505179	0.780356516238352
18039000	18040000	18039500	NaN	NaN	0	0	NaN	NaN	0.7893301310505179	0.780356516238352
18040000	18041000	18040500	NaN	NaN	0	0	NaN	NaN	0.8004203207374596	0.7949602431608713
18041000	18042000	18041500	0.6664248251748253	0.7736484629402802	2	2	-0.1072236377654549	0.1072236377654549	0.8048501020117123	0.8132496696447278
18042000	18043000	18042500	0.3030663430420712	0.3583371783496007	2	2	-0.0552708353075295	0.0552708353075295	0.8048501020117123	0.8167197751377344
18043000	18044000	18043500	0.1443914553332483	0.3435829902491874	2	2	-0.199191534915939	0.199191534915939	0.8048501020117123	0.7962771647418658
18044000	18045000	18044500	0.145665	0.3396087533156499	2	2	-0.1939437533156499	0.1939437533156499	0.8048501020117123	0.8039346548212308
18045000	18046000	18045500	NaN	NaN	0	0	NaN	NaN	0.8129643102485129	0.8039346548212308
18046000	18047000	18046500	0.8044076305220883	0.73245	2	2	0.0719576305220882	0.0719576305220882	0.81048581194246	0.7962771647418658
18047000	18048000	18047500	NaN	NaN	0	0	NaN	NaN	0.8190424916688845	0.8039346548212308
18048000	18049000	18048500	0.8518797101449275	0.9343994252873564	2	2	-0.0825197151424288	0.0825197151424288	0.8260953103967785	0.8207349264591257
18049000	18050000	18049500	0.8355795119642067	0.8364564600611087	2	2	-0.000876948096902	0.000876948096902	0.8312776655442129	0.8414979974724148
18050000	18051000	18050500	0.8889709363393214	0.8711806722689075	2	2	0.0177902640704139	0.0177902640704139	0.8236168120907257	0.8414979974724148
18051000	18052000	18051500	0.7328498854087089	0.7532461538461539	2	2	-0.020396268437445	0.020396268437445	0.8236168120907257	0.8207349264591257
18052000	18053000	18052500	0.7742526315789473	0.8028559167853189	2	2	-0.0286032852063715	0.0286032852063715	0.8236168120907257	0.8039346548212308
18053000	18054000	18053500	0.933515461329417	0.9629002605850032	2	2	-0.0293847992555862	0.0293847992555862	0.8237715438043716	0.8039346548212308
18054000	18055000	18054500	0.8950974713319613	0.8986842105263159	2	2	-0.0035867391943545	0.0035867391943545	0.8168734567901235	0.8028559167853189
18055000	18056000	18055500	0.7964330109528308	0.8581563829787233	2	2	-0.0617233720258925	0.0617233720258925	0.8167187250764776	0.8039346548212308
18056000	18057000	18056500	0.8587019970392313	0.8931594056062142	2	2	-0.0344574085669828	0.0344574085669828	0.8165639933628317	0.8050133928571428
18057000	18058000	18057500	0.8576660228108903	0.8883311560612446	2	2	-0.0306651332503542	0.0306651332503542	0.8168734567901235	0.8050133928571428
18058000	18059000	18058500	0.8306696308186196	0.7896984126984128	2	2	0.0409712181202067	0.0409712181202067	0.8168734567901235	0.8050133928571428
18059000	18060000	18059500	0.7567899180254833	0.8050133928571428	2	2	-0.0482234748316594	0.0482234748316594	0.8168734567901235	0.8364564600611087
