window_start	window_end	window_mid	mean_meth_haplotype1	mean_meth_haplotype2	control_maternal_mean	mean_meth_haplotype1_smoothed	mean_meth_haplotype2_smoothed	control_maternal_mean_smoothed
20852000	20853000	20852500	NaN	NaN	NaN	0.8265620830742695	0.8440302445478602	0.8918276567980347
20853000	20854000	20853500	0.8765632911392406	0.9272361516034984	0.9375204108309992	0.8265620830742695	0.8407412087912087	0.8881852084582795
20854000	20855000	20854500	1.0	0.9577464788732394	0.9868947368421052	0.8275281211083437	0.8440302445478602	0.8918276567980347
20855000	20856000	20855500	0.9655086206896552	0.737624584717608	0.8575078965053764	0.8275281211083437	0.8440302445478602	0.8918276567980347
20856000	20857000	20856500	0.8778000000000001	0.8897559055118109	0.8898173608001194	0.8356758106060607	0.8440302445478602	0.8974341855853001
20857000	20858000	20857500	0.7598999999999999	0.7790797546012269	0.7649285714285714	0.8436186666666667	0.8422538461538461	0.8938379527959499
20858000	20859000	20858500	0.8	0.877071856287425	0.7068625717519605	0.8436186666666667	0.8542038834951455	0.8938379527959499
20859000	20860000	20859500	0.938470588235294	0.9495623451692816	0.93858	0.8436186666666667	0.8542038834951455	0.8938379527959499
20860000	20861000	20860500	0.93258202247191	0.9328573607932876	0.9734434241272276	0.8312025316455697	0.8542038834951455	0.8898173608001194
20861000	20862000	20861500	0.8839285714285714	0.9502246520874752	0.9736156053559692	0.8294677430955122	0.8467162274618585	0.8881852084582795
20862000	20863000	20862500	0.7850651465798045	0.806529531568228	0.9343669296046168	0.8446101415624299	0.8606815877652719	0.8881852084582795
20863000	20864000	20863500	0.6016007359705611	0.4671593707250341	0.3404105338656327	0.8672905213092652	0.8721155741614117	0.8881852084582795
20864000	20865000	20864500	0.7183308823529413	0.688396103896104	0.5433089375845344	0.8768024789029536	0.8834138808996179	0.898223637095596
20865000	20866000	20865500	0.8580177514792899	0.8392285714285714	0.9218008557457212	0.8768024789029536	0.8834138808996179	0.8881852084582795
20866000	20867000	20866500	0.948931623931624	0.920640287769784	0.9697278752730284	0.8672905213092652	0.8721155741614117	0.8881852084582795
20867000	20868000	20867500	0.4116666666666667	0.8542038834951455	0.8184718468468468	0.8672905213092652	0.8606815877652719	0.8853424675106367
20868000	20869000	20868500	0.7511589743589745	0.6589270588235294	0.7967443396226415	0.8672905213092652	0.8542038834951455	0.880867574221154
20869000	20870000	20869500	0.9282600896860989	0.8671592920353983	0.9607024213985352	0.8580177514792899	0.8542038834951455	0.880867574221154
20870000	20871000	20870500	0.7921111111111111	0.7994161676646706	0.7691083329058075	0.8521691321499014	0.8542038834951455	0.880867574221154
20871000	20872000	20871500	0.8770416666666667	0.9168741573033709	0.908831887737714	0.8463205128205129	0.8671592920353983	0.8898173608001194
20872000	20873000	20872500	NaN	NaN	NaN	0.8387615222330413	0.8671592920353983	0.880867574221154
20873000	20874000	20873500	0.8905863013698627	0.9028186666666668	0.866018908448348	0.8463205128205129	0.8671592920353983	0.9024871794871796
20874000	20875000	20874500	0.800516129032258	0.8135792410714285	0.639327914326641	0.8521691321499014	0.8542038834951455	0.9024871794871796
20875000	20876000	20875500	0.8312025316455697	0.5965155279503105	0.8067485030599216	0.8463205128205129	0.8474952380952381	0.880867574221154
20876000	20877000	20876500	NaN	NaN	NaN	0.8387615222330413	0.8474952380952381	0.8789942035107481
20877000	20878000	20877500	0.92575	0.9267865853658536	0.932389878812776	0.8312025316455697	0.8392285714285714	0.8730685237279843
20878000	20879000	20878500	0.9350887372013652	0.966123106060606	0.9820189655172412	0.8387615222330413	0.8392285714285714	0.866018908448348
20879000	20880000	20879500	0.8900073394495412	0.9004472934472935	0.9600291247254756	0.8521691321499014	0.8474952380952381	0.8730685237279843
20880000	20881000	20880500	0.7809282868525896	0.7492173144876325	0.880867574221154	0.8675297090729783	0.8542038834951455	0.8789942035107481
20881000	20882000	20881500	0.8463205128205129	0.829659090909091	0.8730685237279843	0.8813779761904762	0.855936936936937	0.8789942035107481
20882000	20883000	20882500	0.7058823529411765	0.7682590909090908	0.8346977533960293	0.8813779761904762	0.8542038834951455	0.8789942035107481
20883000	20884000	20883500	NaN	0.7376153846153846	0.8789942035107481	0.8857142857142857	0.8517160875160875	0.879930888865951
20884000	20885000	20884500	NaN	0.9365037313432836	0.9806451388888888	0.8857142857142857	0.8517160875160875	0.879930888865951
20885000	20886000	20885500	NaN	0.9332301587301584	0.9569962183611288	0.8770416666666667	0.8409705489839248	0.879930888865951
20886000	20887000	20886500	NaN	0.9686161417322836	0.9834723655121592	0.8770416666666667	0.8409705489839248	0.879930888865951
